,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Animation,Mystery,Romance,Fantasy,Family,Talk-Show,Sci-Fi,\N,Western,Film-Noir,Documentary,Adventure,Biography,Adult,Short,War,Crime,News,Drama,Reality-TV,Horror,Musical,Music,History,Comedy,Game-Show,Sport,Thriller,Action
108456,tt0110816,movie,Personne ne m'aime,Personne ne m'aime,0,1994,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108496,tt0110857,movie,Police Academy: Mission to Moscow,Police Academy: Mission to Moscow,0,1994,\N,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
108506,tt0110867,movie,Pontiac Moon,Pontiac Moon,0,1994,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108515,tt0110876,movie,Postcards from America,Post Cards from America,0,1994,\N,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108516,tt0110877,movie,Il Postino,Il postino,0,1994,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108521,tt0110882,movie,Before the Rain,Before the Rain,0,1994,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
108528,tt0110889,movie,Priest,Priest,0,1994,\N,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108531,tt0110892,movie,Princess Caraboo,Princess Caraboo,0,1994,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
108551,tt0110912,movie,Pulp Fiction,Pulp Fiction,0,1994,\N,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108571,tt0110932,movie,Quiz Show,Quiz Show,0,1994,\N,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
108578,tt0110939,movie,Radioland Murders,Radioland Murders,0,1994,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
108582,tt0110943,movie,Rampo,Rampo,0,1994,\N,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108583,tt0110944,movie,Rapa Nui,Rapa Nui,0,1994,\N,107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108589,tt0110950,movie,Reality Bites,Reality Bites,0,1994,\N,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108593,tt0110955,movie,The Ref,The Ref,0,1994,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
108601,tt0110963,movie,Queen Margot,La reine Margot,0,1994,\N,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
108609,tt0110971,movie,Renaissance Man,Renaissance Man,0,1994,\N,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108614,tt0110976,movie,The Return of Tommy Tricker,The Return of Tommy Tricker,0,1994,\N,97,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108616,tt0110978,movie,Texas Chainsaw Massacre: The Next Generation,The Return of the Texas Chainsaw Massacre,0,1994,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
108635,tt0110997,movie,The River Wild,The River Wild,0,1994,\N,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108636,tt0110998,movie,River of Grass,River of Grass,0,1994,\N,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108639,tt0111001,movie,The Road to Wellville,The Road to Wellville,0,1994,\N,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108641,tt0111003,movie,The Puppet Masters,The Puppet Masters,0,1994,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
108657,tt0111019,movie,Wild Reeds,Les roseaux sauvages,0,1994,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108685,tt0111048,movie,S.F.W.,S.F.W.,0,1994,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108691,tt0111054,movie,Safe Passage,Safe Passage,0,1994,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108707,tt0111070,movie,The Santa Clause,The Santa Clause,0,1994,\N,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108731,tt0111094,movie,The Scout,The Scout,0,1994,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
108739,tt0111102,movie,Second Best,Second Best,0,1994,\N,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108749,tt0111112,movie,The Secret of Roan Inish,The Secret of Roan Inish,0,1994,\N,103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108762,tt0111125,movie,Separate Lives,Separate Lives,0,1995,\N,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108764,tt0111127,movie,Serial Mom,Serial Mom,0,1994,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
108772,tt0111135,movie,"Sex, Drugs & Democracy","Sex, Drugs & Democracy",0,1994,\N,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108780,tt0111143,movie,The Shadow,The Shadow,0,1994,\N,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108786,tt0111149,movie,Shallow Grave,Shallow Grave,0,1994,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
108798,tt0111161,movie,The Shawshank Redemption,The Shawshank Redemption,0,1994,\N,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108823,tt0111187,movie,Silent Fall,Silent Fall,0,1994,\N,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
108830,tt0111194,movie,A Simple Twist of Fate,A Simple Twist of Fate,0,1994,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108837,tt0111201,movie,Sirens,Sirens,0,1994,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108841,tt0111205,movie,Sister My Sister,Sister My Sister,0,1994,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
108853,tt0111218,movie,Sleep with Me,Sleep with Me,0,1994,\N,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108881,tt0111247,movie,Le sourire,Le sourire,0,1994,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108886,tt0111252,movie,Spanking the Monkey,Spanking the Monkey,0,1994,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108889,tt0111255,movie,The Specialist,The Specialist,0,1994,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
108890,tt0111256,movie,Speechless,Speechless,0,1994,\N,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108891,tt0111257,movie,Speed,Speed,0,1994,\N,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108905,tt0111271,movie,Squanto: A Warrior's Tale,Squanto: A Warrior's Tale,0,1994,\N,102,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108914,tt0111280,movie,Star Trek: Generations,Star Trek: Generations,0,1994,\N,118,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108916,tt0111282,movie,Stargate,Stargate,0,1994,\N,116,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108935,tt0111301,movie,Street Fighter,Street Fighter,0,1994,\N,102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
108943,tt0111309,movie,The Sum of Us,The Sum of Us,0,1994,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108956,tt0111323,movie,Surviving the Game,Surviving the Game,0,1994,\N,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108966,tt0111333,movie,The Swan Princess,The Swan Princess,0,1994,\N,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108990,tt0111359,movie,Tall Tale,Tall Tale,0,1995,\N,98,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109030,tt0111400,movie,Terminal Velocity,Terminal Velocity,0,1994,\N,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109038,tt0111408,movie,That's Entertainment! III,That's Entertainment! III,0,1994,\N,113,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109048,tt0111418,movie,Threesome,Threesome,0,1994,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109049,tt0111419,movie,Thumbelina,Thumbelina,0,1994,\N,86,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109066,tt0111438,movie,Timecop,Timecop,0,1994,\N,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
109082,tt0111454,movie,Tom & Viv,Tom & Viv,0,1994,\N,125,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109095,tt0111467,movie,Toward the Within,Toward the Within,0,1994,\N,\N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109098,tt0111470,movie,Trading Mom,Trading Mom,0,1994,\N,82,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109105,tt0111477,movie,Trapped in Paradise,Trapped in Paradise,0,1994,\N,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
109116,tt0111488,movie,Trial by Jury,Trial by Jury,0,1994,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
109123,tt0111495,movie,Three Colors: Red,Trois couleurs: Rouge,0,1994,\N,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109131,tt0111503,movie,True Lies,True Lies,0,1994,\N,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
109135,tt0111507,movie,Three Colors: White,Trois couleurs: Blanc,0,1994,\N,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109140,tt0111512,movie,The Legend of Drunken Master,Jui kuen II,0,1994,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109169,tt0111543,movie,"Little Indian, Big City",Un indien dans la ville,0,1994,\N,90,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109205,tt0111579,movie,Burnt by the Sun,Utomlennye solntsem,0,1994,\N,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
109216,tt0111590,movie,Vanya on 42nd Street,Vanya on 42nd Street,0,1994,\N,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109226,tt0111600,movie,La vengeance d'une blonde,La vengeance d'une blonde,0,1994,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109227,tt0111601,movie,A Wind from Wyoming,Le vent du Wyoming,0,1994,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109239,tt0111613,movie,Das Versprechen,Das Versprechen,0,1995,\N,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109278,tt0111653,movie,Wagons East,Wagons East,0,1994,\N,107,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109291,tt0111666,movie,War of the Buttons,War of the Buttons,0,1994,\N,94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109292,tt0111667,movie,The War,The War,0,1994,\N,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109311,tt0111686,movie,New Nightmare,New Nightmare,0,1994,\N,112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109312,tt0111687,movie,Whale Music,Whale Music,0,1994,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109314,tt0111689,movie,What Happened Was...,What Happened Was...,0,1994,\N,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109317,tt0111693,movie,When a Man Loves a Woman,When a Man Loves a Woman,0,1994,\N,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109325,tt0111701,movie,White Fang 2: Myth of the White Wolf,White Fang 2: Myth of the White Wolf,0,1994,\N,106,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109336,tt0111712,movie,Widows' Peak,Widows' Peak,0,1994,\N,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
109356,tt0111732,movie,With Honors,With Honors,0,1994,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109366,tt0111742,movie,Wolf,Wolf,0,1994,\N,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
109369,tt0111747,movie,World and Time Enough,World and Time Enough,0,1994,\N,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109374,tt0111752,movie,Wu kui,Wu kui,0,1994,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109378,tt0111756,movie,Wyatt Earp,Wyatt Earp,0,1994,\N,191,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109418,tt0111797,movie,Eat Drink Man Woman,Yin shi nan nu,0,1994,\N,124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109424,tt0111804,movie,Martin Lawrence: You So Crazy,Martin Lawrence: You So Crazy,0,1994,\N,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109465,tt0111845,movie,Through the Olive Trees,Zire darakhatan zeyton,0,1994,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109860,tt0112255,movie,3 Ninjas Knuckle Up,3 Ninjas Knuckle Up,0,1995,\N,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
109885,tt0112281,movie,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,0,1995,\N,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
109890,tt0112286,movie,Across the Sea of Time,Across the Sea of Time,0,1995,\N,51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109892,tt0112288,movie,The Addiction,The Addiction,0,1995,\N,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109906,tt0112302,movie,Tom and Huck,Tom and Huck,0,1995,\N,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109946,tt0112342,movie,The Amazing Panda Adventure,The Amazing Panda Adventure,0,1995,\N,84,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109949,tt0112346,movie,The American President,The American President,0,1995,\N,114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109968,tt0112365,movie,Angels and Insects,Angels and Insects,0,1995,\N,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109971,tt0112368,movie,Angus,Angus,0,1995,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109976,tt0112373,movie,Anne Frank Remembered,Anne Frank Remembered,0,1995,\N,117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109982,tt0112379,movie,Antonia's Line,Antonia,0,1995,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
109987,tt0112384,movie,Apollo 13,Apollo 13,0,1995,\N,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109992,tt0112389,movie,The Thief and the Cobbler,The Thief and the Cobbler,0,1993,\N,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110003,tt0112401,movie,Assassins,Assassins,0,1995,\N,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
110028,tt0112427,movie,An Awfully Big Adventure,An Awfully Big Adventure,0,1995,\N,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110032,tt0112431,movie,Babe,Babe,0,1995,\N,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110036,tt0112435,movie,The Baby-Sitters Club,The Baby-Sitters Club,0,1995,\N,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110043,tt0112442,movie,Bad Boys,Bad Boys,0,1995,\N,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
110044,tt0112443,movie,Bad Company,Bad Company,0,1995,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
110046,tt0112445,movie,The White Balloon,Badkonake sefid,0,1995,\N,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110054,tt0112453,movie,Balto,Balto,0,1995,\N,78,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110055,tt0112454,movie,Bandwagon,Bandwagon,0,1996,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
110062,tt0112461,movie,The Basketball Diaries,The Basketball Diaries,0,1995,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110063,tt0112462,movie,Batman Forever,Batman Forever,0,1995,\N,121,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110072,tt0112471,movie,Before Sunrise,Before Sunrise,0,1995,\N,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110096,tt0112495,movie,Beyond Rangoon,Beyond Rangoon,0,1995,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110099,tt0112499,movie,The Big Green,The Big Green,0,1995,\N,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
110108,tt0112508,movie,Billy Madison,Billy Madison,0,1995,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110136,tt0112536,movie,Bloodsport 2,Bloodsport 2,0,1996,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
110141,tt0112541,movie,Blue in the Face,Blue in the Face,0,1995,\N,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110169,tt0112570,movie,"Boys Life: Three Stories of Love, Lust, and Liberation","Boys Life: Three Stories of Love, Lust, and Liberation",0,1994,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110170,tt0112571,movie,Boys on the Side,Boys on the Side,0,1995,\N,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110171,tt0112572,movie,The Brady Bunch Movie,The Brady Bunch Movie,0,1995,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110172,tt0112573,movie,Braveheart,Braveheart,0,1995,\N,178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
110178,tt0112579,movie,The Bridges of Madison County,The Bridges of Madison County,0,1995,\N,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110184,tt0112585,movie,The Brothers McMullen,The Brothers McMullen,0,1995,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110201,tt0112602,movie,Bushwhacked,Bushwhacked,0,1995,\N,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
110205,tt0112606,movie,Bye Bye Love,Bye Bye Love,0,1995,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110210,tt0112611,movie,Cafe Society,Cafe Society,0,1995,\N,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110221,tt0112625,movie,Candyman: Farewell to the Flesh,Candyman: Farewell to the Flesh,0,1995,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110233,tt0112637,movie,Carrington,Carrington,0,1995,\N,121,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110237,tt0112641,movie,Casino,Casino,0,1995,\N,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110238,tt0112642,movie,Casper,Casper,0,1995,\N,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110246,tt0112651,movie,The Celluloid Closet,The Celluloid Closet,0,1995,\N,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110274,tt0112679,movie,Circle of Friends,Circle of Friends,0,1995,\N,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110283,tt0112688,movie,Clockers,Clockers,0,1995,\N,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110292,tt0112697,movie,Clueless,Clueless,0,1995,\N,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110309,tt0112714,movie,The Confessional,Le confessionnal,0,1995,\N,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110310,tt0112715,movie,Congo,Congo,0,1995,\N,109,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110311,tt0112716,movie,The Convent,O Convento,0,1995,\N,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110317,tt0112722,movie,Copycat,Copycat,0,1995,\N,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
