,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Animation,Mystery,Romance,Fantasy,Family,Talk-Show,Sci-Fi,\N,Western,Film-Noir,Documentary,Adventure,Biography,Adult,Short,War,Crime,News,Drama,Reality-TV,Horror,Musical,Music,History,Comedy,Game-Show,Sport,Thriller,Action
1477735,tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,\N,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1478423,tt1529567,movie,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,0,2010,\N,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478427,tt1529572,movie,Trust,Trust,0,2010,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1479350,tt1530509,movie,The Human Centipede II (Full Sequence),The Human Centipede II (Full Sequence),0,2011,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1479796,tt1530975,movie,Putty Hill,Putty Hill,0,2010,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1479803,tt1530983,movie,Red Hill,Red Hill,0,2010,\N,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1480465,tt1531663,movie,Everything Must Go,Everything Must Go,0,2010,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1480691,tt1531901,movie,Byzantium,Byzantium,0,2012,\N,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1481271,tt1532503,movie,Beginners,Beginners,0,2010,\N,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1481304,tt1532538,movie,Line of Duty,Line of Duty,0,2013,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1481702,tt1532946,movie,Echotone,Echotone,0,2010,\N,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1481713,tt1532957,movie,Paa,Paa,0,2009,\N,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1481714,tt1532958,movie,Battle of the Year,Battle of the Year,0,2013,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1481768,tt1533013,movie,Beautiful Boy,Beautiful Boy,0,2010,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1481867,tt1533117,movie,Let the Bullets Fly,Rang zi dan fei,0,2010,\N,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1482464,tt1533749,movie,Shaolin,San siu lam zi,0,2011,\N,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1482526,tt1533818,movie,The Big Picture,L'homme qui voulait vivre sa vie,0,2010,\N,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1482759,tt1534075,movie,Strange Powers: Stephin Merritt and the Magnetic Fields,Strange Powers: Stephin Merritt and the Magnetic Fields,0,2010,\N,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1482766,tt1534085,movie,Beyond the Black Rainbow,Beyond the Black Rainbow,0,2010,\N,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1483744,tt1535108,movie,Elysium,Elysium,0,2013,\N,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1483745,tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,\N,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1483746,tt1535110,movie,When Harry Tries to Marry,When Harry Tries to Marry,0,2011,\N,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1484060,tt1535438,movie,Hope Springs,Hope Springs,0,2012,\N,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1484185,tt1535568,movie,Douchebag,Douchebag,0,2010,\N,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1484222,tt1535606,movie,Universal Squadrons,Universal Squadrons,0,2011,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1484232,tt1535616,movie,The Divide,The Divide,0,2011,\N,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1484569,tt1535970,movie,The Ledge,The Ledge,0,2011,\N,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1484638,tt1536044,movie,Paranormal Activity 2,Paranormal Activity 2,0,2010,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1484642,tt1536048,movie,W.E.,W.E.,0,2011,\N,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1484958,tt1536374,movie,Hide Away,A Year in Mooring,0,2011,\N,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1485106,tt1536537,movie,What Happened to Monday,Seven Sisters,0,2017,\N,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1486922,tt1538403,movie,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,0,2013,\N,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1487974,tt1539489,movie,A Fierce Green Fire,A Fierce Green Fire,0,2012,\N,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488476,tt1540011,movie,Blair Witch,Blair Witch,0,2016,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1488529,tt1540068,movie,The Sun Behind the Clouds: Tibet's Struggle for Freedom,The Sun Behind the Clouds: Tibet's Struggle for Freedom,0,2010,\N,79,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1488584,tt1540128,movie,Playing for Keeps,Playing for Keeps,0,2012,\N,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1488589,tt1540133,movie,The Guard,The Guard,0,2011,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1489167,tt1540741,movie,A Single Shot,A Single Shot,0,2013,\N,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1489236,tt1540814,movie,Casino Jack and the United States of Money,Casino Jack and the United States of Money,0,2010,\N,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489344,tt1540933,movie,How to Grow a Band,How to Grow a Band,0,2011,\N,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1489387,tt1540978,movie,Louder Than a Bomb,Louder Than a Bomb,0,2010,\N,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489551,tt1541153,movie,Radio Unnameable,Radio Unnameable,0,2012,\N,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490034,tt1541666,movie,Circo,Circo,0,2010,\N,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490353,tt1541995,movie,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,0,2011,\N,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1490695,tt1542344,movie,127 Hours,127 Hours,0,2010,\N,94,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1490761,tt1542411,movie,Budrus,Budrus,0,2009,\N,70,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1491192,tt1542852,movie,Carancho,Carancho,0,2010,\N,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1492873,tt1544600,movie,The Grace Card,The Grace Card,0,2010,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1493357,tt1545106,movie,Vamps,Vamps,0,2012,\N,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1493563,tt1545315,movie,Needle,Needle,0,2010,\N,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1493888,tt1545660,movie,Knights of Badassdom,Knights of Badassdom,0,2013,\N,86,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1495159,tt1546999,movie,Larger Than Life in 3D,Larger Than Life in 3D,0,2009,\N,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1495381,tt1547230,movie,Judy Moody and the Not Bummer Summer,Judy Moody and the Not Bummer Summer,0,2011,\N,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1495383,tt1547234,movie,Premium Rush,Premium Rush,0,2012,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1496646,tt1548552,movie,E.S.O. Entitat sobrenatural oculta,E.S.O. Entitat sobrenatural oculta,0,2009,\N,\N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497620,tt1549572,movie,Another Earth,Another Earth,0,2011,\N,92,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1497636,tt1549589,movie,Elles,Elles,0,2011,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1497960,tt1549920,movie,The Last Stand,The Last Stand,0,2013,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1498485,tt1550481,movie,"Flamenco, Flamenco","Flamenco, Flamenco",0,2010,\N,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1498558,tt1550557,movie,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie","OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",0,2010,\N,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499539,tt1551630,movie,Pawn,Pawn,0,2013,\N,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1501873,tt1554091,movie,A Better Life,A Better Life,0,2011,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1502804,tt1555064,movie,Country Strong,Country Strong,0,2010,\N,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1503554,tt1555840,movie,Something for Stevie,Something for Stevie,0,2007,\N,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1505398,tt1557720,movie,My Perestroika,My Perestroika,0,2010,\N,88,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505915,tt1558250,movie,GasLand,GasLand,0,2010,\N,107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505919,tt1558256,movie,Deadly Renovations,Renovation,0,2010,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1505922,tt1558259,movie,Simple Creature,Simple Creature,0,2016,\N,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1506610,tt1558972,movie,Kings of Pastry,Kings of Pastry,0,2009,\N,87,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1506672,tt1559040,movie,Angels Crest,Angels Crest,0,2011,\N,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1507166,tt1559547,movie,Beautiful Creatures,Beautiful Creatures,0,2013,\N,124,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1507168,tt1559549,movie,Restrepo,Restrepo,0,2010,\N,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1507745,tt1560139,movie,Boy,Boy,0,2010,\N,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1508062,tt1560479,movie,Deadtime,Deadtime,0,2012,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1508318,tt1560747,movie,The Master,The Master,0,2012,\N,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1508511,tt1560957,movie,I Want Your Money,I Want Your Money,0,2010,\N,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508536,tt1560985,movie,The Devil Inside,The Devil Inside,0,2012,\N,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1508538,tt1560987,movie,The Trouble with Terkel,The Trouble with Terkel,0,2010,\N,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1509970,tt1562450,movie,Stonewall Uprising,Stonewall Uprising,0,2010,\N,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1510078,tt1562568,movie,Higher Ground,Higher Ground,0,2011,\N,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1510349,tt1562847,movie,Amigo,Amigo,0,2010,\N,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1510360,tt1562859,movie,Golmaal 3,Golmaal 3,0,2010,\N,155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1510369,tt1562871,movie,Ra.One,Ra.One,0,2011,\N,156,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1510370,tt1562872,movie,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,0,2011,\N,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1510394,tt1562899,movie,Jinn,Jinn,0,2014,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510398,tt1562904,movie,To Die Is Hard,To Die Is Hard,0,2010,\N,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1511180,tt1563704,movie,Legendary,Legendary,0,2010,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1511214,tt1563738,movie,One Day,One Day,0,2011,\N,107,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1511778,tt1564349,movie,Dolphin Tale,Dolphin Tale,0,2011,\N,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1511792,tt1564367,movie,Just Go with It,Just Go with It,0,2011,\N,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1511793,tt1564368,movie,Aftermath,Aftermath,0,2015,\N,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1511978,tt1564559,movie,Box!,Bokkusu!,0,2010,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1512002,tt1564585,movie,Skyline,Skyline,0,2010,\N,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1512273,tt1564870,movie,Not Today,Not Today,0,2013,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1513992,tt1566637,movie,The Afflicted,The Afflicted,0,2011,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1514003,tt1566648,movie,Waiting for 'Superman',Waiting for 'Superman',0,2010,\N,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514929,tt1567609,movie,Get the Gringo,Get the Gringo,0,2012,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1515457,tt1568150,movie,Joan Rivers: A Piece of Work,Joan Rivers: A Piece of Work,0,2010,\N,84,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1515625,tt1568328,movie,Enemies of the People,Enemies of the People,0,2009,\N,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515628,tt1568334,movie,The Tillman Story,The Tillman Story,0,2010,\N,94,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515630,tt1568337,movie,Loosies,Loosies,0,2011,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1515631,tt1568338,movie,Man on a Ledge,Man on a Ledge,0,2012,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1515637,tt1568346,movie,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,0,2011,\N,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1516179,tt1568911,movie,War Horse,War Horse,0,2011,\N,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1516189,tt1568921,movie,The Secret World of Arrietty,Kari-gurashi no Arietti,0,2010,\N,94,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516191,tt1568923,movie,A Film Unfinished,Shtikat Haarchion,0,2010,\N,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1517818,tt1570583,movie,For Ellen,For Ellen,0,2012,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1517962,tt1570728,movie,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",0,2011,\N,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1518219,tt1570989,movie,Tiny Furniture,Tiny Furniture,0,2010,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1518444,tt1571222,movie,A Dangerous Method,A Dangerous Method,0,2011,\N,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1518459,tt1571249,movie,The Skeleton Twins,The Skeleton Twins,0,2014,\N,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1519478,tt1572311,movie,Tees Maar Khan,Tees Maar Khan,0,2010,\N,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1519482,tt1572315,movie,Texas Chainsaw 3D,Texas Chainsaw 3D,0,2013,\N,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1519656,tt1572491,movie,The Last Circus,Balada triste de trompeta,0,2010,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1519926,tt1572763,movie,16 Heads and Counting,16 Heads and Counting,0,2008,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1519932,tt1572769,movie,Countdown to Zero,Countdown to Zero,0,2010,\N,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520232,tt1573072,movie,Housefull,Housefull,0,2010,\N,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1523531,tt1576440,movie,Good Neighbors,Good Neighbours,0,2010,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1525311,tt1578259,movie,Atlantis Down,Atlantis Down,0,2010,\N,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1525313,tt1578261,movie,Break Ke Baad,Break Ke Baad,0,2010,\N,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1525323,tt1578275,movie,The Dilemma,The Dilemma,0,2011,\N,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1526374,tt1579361,movie,Chasing Ice,Chasing Ice,0,2012,\N,75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528769,tt1581829,movie,Windfall,Windfall,0,2010,\N,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1528784,tt1581845,movie,Somewhere Between,Somewhere Between,0,2011,\N,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529171,tt1582248,movie,Puncture,Puncture,0,2011,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1529191,tt1582271,movie,The Good Doctor,The Good Doctor,0,2011,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1529417,tt1582507,movie,House at the End of the Street,House at the End of the Street,0,2012,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1530311,tt1583420,movie,Larry Crowne,Larry Crowne,0,2011,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1530312,tt1583421,movie,G.I. Joe: Retaliation,G.I. Joe: Retaliation,0,2013,\N,110,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1530617,tt1583737,movie,Unforgivable,Impardonnables,0,2011,\N,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1530885,tt1584016,movie,Catfish,Catfish,0,2010,\N,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530999,tt1584131,movie,The Last Godfather,The Last Godfather,0,2010,\N,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1533072,tt1586265,movie,What to Expect When You're Expecting,What to Expect When You're Expecting,0,2012,\N,110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1533549,tt1586752,movie,Machine Gun Preacher,Machine Gun Preacher,0,2011,\N,129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1534060,tt1587278,movie,South Solitary,South Solitary,0,2010,\N,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1534089,tt1587309,movie,If I Were You,If I Were You,0,2012,\N,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1534090,tt1587310,movie,Maleficent,Maleficent,0,2014,\N,97,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1534473,tt1587707,movie,Exit Through the Gift Shop,Exit Through the Gift Shop,0,2010,\N,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1534929,tt1588170,movie,I Saw the Devil,Ang-ma-reul bo-at-da,0,2010,\N,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1534932,tt1588173,movie,Warm Bodies,Warm Bodies,0,2013,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
